Sum_A^1,Sum_A^2,Sum_A^3,Sum_A^4,Sum_A^5,Sum_A^6,Sum_A^7,Sum_A^8,Sum_A^9,Sum_A^10,Sum_A^11,Sum_A^12,Sum_A^13,Sum_A^14,Sum_A^15,Sum_A^16,Sum_A^17,Sum_A^18,Sum_A^19,Sum_A^20,Sum_A^21,Sum_A^22,Sum_A^23,Sum_A^24,Sum_A^25,Sum_A^26,Sum_A^27,Sum_A^28,Sum_A^29,Sum_A^30,Sum_A^31,Sum_A^32,Sum_A^33,Sum_A^34,Sum_A^35,Sum_A^36,Sum_A^37,Sum_A^38,Sum_A^39,Sum_A^40,Sum_A^41,Sum_A^42,Sum_A^43,Sum_A^44,Sum_A^45,Sum_A^46,Sum_A^47,Sum_A^48,Sum_A^49,Sum_A^50
107.555596,137.931872,204.0275892,317.1370563,451.5022498,641.6906624,844.1321829,1101.735229,1349.521119,1656.903356,1934.678706,2278.071011,2574.170513,2931.111966,3222.830588,3560.017318,3818.679044,4102.953777,4303.733131,4510.909604,4642.505483,4769.310516,4840.073247,4906.961011,4939.217662,4970.659198,4983.879537,4997.085554,5002.151448,5007.267075,5009.138491,5011.043003,5011.723423,5012.421595,5012.667601,5012.922291,5013.011124,5013.103953,5013.136047,5013.1699,5013.181509,5013.193866,5013.198071,5013.202587,5013.204113,5013.205764,5013.206319,5013.206923,5013.207125,5013.207347
40.91860058,48.14007315,65.04851357,92.01842515,117.5062106,151.1924256,180.8366221,217.0500665,245.2477161,276.2332489,295.591449,314.3395586,323.4697804,332.2686172,335.3977039,339.3594285,339.9244032,341.9831361,341.5730167,342.9354527,342.1676079,343.2803537,342.3822927,343.4056714,342.4601489,343.4514127,342.4885257,343.4681836,342.4989174,343.4743571,342.5027388,343.4766375,342.504149,343.4774822,342.504671,343.4777958,342.5048647,343.4779125,342.5049367,343.477956,342.5049636,343.4779722,342.5049736,343.4779783,342.5049773,343.4779805,342.5049787,343.4779814,342.5049792,343.4779817
27.45451102,32.70923057,49.80747078,73.09323734,100.2398146,130.2760461,160.0006192,187.5253591,210.9545235,229.9081493,243.9825847,253.6451458,259.7090304,263.2961268,265.3213122,266.4415502,267.0504731,267.3803491,267.5577102,267.6532338,267.7044424,267.7319764,267.7467261,267.7546524,267.7588978,267.7611788,267.7624005,267.7630568,267.7634083,267.7635971,267.7636983,267.7637526,267.7637817,267.7637973,267.7638057,267.7638102,267.7638126,267.7638139,267.7638146,267.763815,267.7638152,267.7638153,267.7638154,267.7638154,267.7638154,267.7638154,267.7638154,267.7638154,267.7638154,267.7638154
24.85843239,28.72648353,40.43465,57.31130356,71.37152363,89.0549137,97.8030711,111.1824238,112.2074047,121.7193442,118.0303575,125.7390691,120.0833183,127.1333209,120.7719306,127.6003333,120.999186,127.7548738,121.0738223,127.8057974,121.0983058,127.8225519,121.1063369,127.8280611,121.1089718,127.8298721,121.1098366,127.8304674,121.1101205,127.8306631,121.1102137,127.8307274,121.1102443,127.8307485,121.1102544,127.8307554,121.1102577,127.8307577,121.1102587,127.8307585,121.1102591,127.8307587,121.1102592,127.8307588,121.1102593,127.8307588,121.1102593,127.8307588,121.1102593,127.8307588
43.5963232,50.19501273,73.42468482,102.2566513,131.7179731,162.6675409,191.0216088,220.2650529,247.6770017,275.2599635,298.605716,319.4845501,333.3483605,345.0039352,350.3582215,355.8880686,356.837062,359.7381195,359.0131893,360.9960085,359.711438,361.3961012,359.9323161,361.5223322,360.0019037,361.5620739,360.0238058,361.5745819,360.0306989,361.5785194,360.0328688,361.5797594,360.0335521,361.58015,360.0337673,361.5802731,360.0338351,361.5803119,360.0338564,361.5803241,360.0338632,361.580328,360.0338653,361.5803292,360.033866,361.5803296,360.0338662,361.5803297,360.0338663,361.5803297
73.13380307,88.45809086,121.2519809,167.98103,220.6879439,281.7496186,345.4290206,412.6235234,478.464571,545.1196503,607.8756374,670.267205,727.8449441,784.117093,835.5530136,885.0905885,929.5640768,971.9578543,1008.899793,1043.588889,1072.48507,1098.924242,1119.287097,1137.29608,1149.385479,1159.972578,1165.593232,1171.198025,1172.980956,1176.042178,1176.012732,1177.977136,1177.196111,1178.723516,1177.64838,1179.007312,1177.819733,1179.114579,1177.884407,1179.155013,1177.908771,1179.170233,1177.917939,1179.175957,1177.921386,1179.178108,1177.922681,1179.178916,1177.923167,1179.17922
11.09035489,11.71399936,12.78502264,16.30661939,17.07185038,20.82837157,20.39940786,24.13032336,22.50316229,26.10648018,23.66051244,27.15694631,24.24849572,27.68086524,24.53512701,27.93390136,24.67203473,28.05421231,24.73678901,28.11099077,24.76727354,28.13769185,24.7815931,28.15022767,24.78831242,28.15610849,24.79146385,28.15886631,24.79294155,28.16015937,24.79363437,28.1607656,24.79395917,28.16104981,24.79411145,28.16118305,24.79418283,28.16124551,24.7942163,28.16127479,24.79423199,28.16128852,24.79423935,28.16129496,24.79424279,28.16129797,24.79424441,28.16129939,24.79424517,28.16130005
43.78605541,58.46404722,94.80159715,150.4989283,225.2551874,319.8031688,422.198911,523.1072347,606.0083755,668.7017382,709.4356284,735.1703125,750.012823,758.6718307,763.4698126,766.188573,767.6800845,768.5159511,768.9740055,769.2294323,769.3695603,769.4474861,769.4902968,769.5140618,769.5271339,769.5343814,769.5383719,769.5405823,769.5418003,769.5424745,769.5428462,769.5430519,769.5431653,769.543228,769.5432627,769.5432818,769.5432924,769.5432982,769.5433014,769.5433032,769.5433042,769.5433047,769.543305,769.5433052,769.5433053,769.5433053,769.5433054,769.5433054,769.5433054,769.5433054
43.1500361,51.80286419,75.83235795,114.8288095,159.4777679,218.4776231,281.8375827,353.1389879,422.0107723,489.5639386,546.177931,594.7787216,631.5144904,660.0756561,680.0950602,694.0617949,702.8199881,708.2535748,711.3688198,713.1814401,714.1815436,714.7506376,715.0609673,715.2364565,715.3319009,715.385796,715.4151112,715.4316622,715.4406728,715.4457607,715.4485338,715.4500998,715.4509544,715.4514371,715.4517008,715.4518497,715.4519312,715.4519772,715.4520024,715.4520166,715.4520244,715.4520288,715.4520313,715.4520326,715.4520334,715.4520338,715.452034,715.4520342,715.4520342,715.4520343
22.08584367,25.21733504,35.98630347,49.21039671,61.33374272,73.21069513,80.91322016,88.05271497,90.77392936,94.53983693,94.59341896,96.90819955,95.91301834,97.7128481,96.35089753,97.97925568,96.494323,98.0666581,96.54111808,98.0952373,96.55637008,98.10456988,96.56134038,98.10761563,96.56296022,98.10860932,96.56348819,98.10893346,96.56366029,98.10903918,96.5637164,98.10907366,96.56373469,98.10908491,96.56374065,98.10908857,96.5637426,98.10908977,96.56374323,98.10909016,96.56374344,98.10909028,96.5637435,98.10909033,96.56374353,98.10909034,96.56374353,98.10909034,96.56374354,98.10909035
25.18886457,28.32069685,31.71329401,47.08043525,50.80899457,72.4164518,73.6838298,99.1106115,95.16359818,120.2268295,110.2674248,132.6996894,118.3458576,138.6859817,121.9851521,141.2672685,123.4989938,142.3305771,124.1092418,142.7608701,124.3525597,142.9338688,124.4492803,143.003271,124.4877217,143.0310975,124.503013,143.0422545,124.5091022,143.0467288,124.5115297,143.0485236,124.5124985,143.0492437,124.5128854,143.0495327,124.5130401,143.0496487,124.513102,143.0496953,124.5131267,143.049714,124.5131367,143.0497215,124.5131406,143.0497245,124.5131422,143.0497257,124.5131429,143.0497262
14.67387383,15.98744983,18.06359411,25.63046697,26.36600373,35.75584506,33.04760902,43.27120605,37.06548935,47.54425801,39.08087063,49.62347893,40.00167897,50.5603208,40.40464039,50.96793028,40.57768529,51.14257681,40.65139901,51.21691201,40.68269267,51.24846122,40.69595876,51.2618348,40.70157921,51.26750079,40.70395983,51.26990075,40.70496808,51.2709172,40.70539508,51.27134768,40.70557591,51.27152999,40.70565249,51.27160719,40.70568492,51.27163989,40.70569866,51.27165374,40.70570448,51.2716596,40.70570694,51.27166209,40.70570798,51.27166314,40.70570842,51.27166358,40.70570861,51.27166377
34.8929251,41.48330579,54.18639178,81.00338313,99.07081023,134.7390595,149.6037386,187.309542,191.1081109,226.8680259,217.6455213,250.8801673,231.2687296,262.7754095,237.2134698,267.8654457,239.5916018,269.8875123,240.5090758,270.6670602,240.8586671,270.9645827,240.9914923,271.0778891,241.0419919,271.1210732,241.0612277,271.1375614,241.0685712,271.1438701,241.071381,271.1462889,241.0724585,271.1472183,241.0728725,271.147576,241.0730319,271.147714,241.0730934,271.1477672,241.0731171,271.1477879,241.0731263,271.1477958,241.0731299,271.1477989,241.0731312,271.1478001,241.0731318,271.1478006
30.40360984,35.73006977,50.51155596,70.05778584,90.42424866,112.1612088,131.1660162,149.1028687,161.5647518,172.7185149,178.1352602,183.9318398,185.1497777,188.3333069,187.7635749,189.9306622,188.6965929,190.4973271,189.0265899,190.6978139,189.1435028,190.7689962,189.1851172,190.7943958,189.200005,190.8035037,189.2053563,190.8067841,189.2072876,190.80797,189.207987,190.8084002,189.2082411,190.8085566,189.2083336,190.8086136,189.2083673,190.8086344,189.2083796,190.808642,189.2083842,190.8086448,189.2083858,190.8086458,189.2083864,190.8086462,189.2083866,190.8086463,189.2083867,190.8086464
28.44195133,32.02917331,45.22323657,61.65679486,78.81328068,96.21374368,111.6515145,125.7344419,135.9733066,144.8669303,149.5305671,154.1732534,155.3726866,157.8718559,157.5631069,159.218768,158.3451182,159.6964744,158.6211032,159.8652189,158.7185804,159.9250012,158.7531576,159.9462799,158.7654835,159.9538897,158.7698979,159.9566228,158.7714853,159.957608,158.7720582,159.9579643,158.7722656,159.9580935,158.7723408,159.9581405,158.7723682,159.9581576,158.7723781,159.9581638,158.7723818,159.9581661,158.7723831,159.9581669,158.7723836,159.9581672,158.7723838,159.9581673,158.7723838,159.9581674
6.356107661,5.686933674,5.646562846,6.622159984,6.464553962,7.321574235,7.017834148,7.759110161,7.347431137,8.004289493,7.527386252,8.133139066,7.620676187,8.198538478,7.667697281,8.231141146,7.691056068,8.247247564,7.702575772,8.255168773,7.708236362,8.259055827,7.711012929,8.260961185,7.712373666,8.261894655,7.713040249,8.262351859,7.713366718,8.262575764,7.713526596,8.26268541,7.713604886,8.262739101,7.713643223,8.262765392,7.713661995,8.262778267,7.713671188,8.262784571,7.713675689,8.262787657,7.713677893,8.262789169,7.713678972,8.262789909,7.713679501,8.262790272,7.71367976,8.262790449
26.57515893,31.68998578,36.48615321,52.53074128,59.93369706,78.81193444,87.23184232,104.6640795,112.7737274,125.4792075,131.819855,139.7014842,143.0675635,147.6181231,148.5280444,151.2941063,150.8810398,152.8342122,151.8377906,153.4508414,152.2171238,153.6933427,152.3659482,153.7880677,152.4240805,153.8249765,152.4467444,153.8393447,152.4555726,153.8449364,152.4590099,153.8471122,152.460348,153.8479589,152.4608688,153.8482883,152.4610715,153.8484165,152.4611504,153.8484664,152.4611811,153.8484858,152.461193,153.8484934,152.4611977,153.8484963,152.4611995,153.8484975,152.4612002,153.8484979
25.76422872,30.79833053,39.95803197,53.84572619,67.59510252,83.34642216,97.09083981,110.9772978,121.0763076,130.5223216,136.0727426,141.1454613,143.5350531,145.9409799,146.7332535,147.9064634,148.0100008,148.6792905,148.5055,148.9782655,148.695812,149.0932182,148.7686417,149.1373152,148.7964806,149.1542169,148.8071192,149.1606932,148.811185,149.1631744,148.8127391,149.1641251,148.8133333,149.1644893,148.8135605,149.1646288,148.8136475,149.1646823,148.8136807,149.1647028,148.8136934,149.1647106,148.8136983,149.1647136,148.8137002,149.1647148,148.8137009,149.1647152,148.8137011,149.1647154
16.8710984,20.00681107,22.50709091,32.30383943,35.49014951,45.27858322,47.07853873,54.69692046,54.44233928,59.64939049,57.97584477,61.8086926,59.43081275,62.67490424,59.9937791,63.01118744,60.20701686,63.14014213,60.28731899,63.18936927,60.3175476,63.20813107,60.32894147,63.21527796,60.33324324,63.21800005,60.33486996,63.21903683,60.33548596,63.21943173,60.33571949,63.21958216,60.3358081,63.21963946,60.33584176,63.21966129,60.33585455,63.2196696,60.33585941,63.21967277,60.33586126,63.21967398,60.33586196,63.21967444,60.33586223,63.21967461,60.33586233,63.21967468,60.33586237,63.2196747
34.83226993,41.28722938,62.32411006,90.55541846,120.5247153,151.2091769,175.2820653,195.2628978,206.0193274,215.3237842,217.8765125,222.2858828,221.7171745,224.4611761,222.8894672,225.1190046,223.2410931,225.3160908,223.3460703,225.3749913,223.37738,225.3925845,223.3867184,225.3978395,223.3895045,225.3994093,223.390336,225.3998783,223.3905842,225.4000185,223.3906583,225.4000604,223.3906805,225.4000729,223.3906871,225.4000766,223.3906891,225.4000777,223.3906896,225.4000781,223.3906898,225.4000782,223.3906899,225.4000782,223.3906899,225.4000782,223.3906899,225.4000782,223.3906899,225.4000782
5.545177444,5.878681652,4.42757341,6.587763173,4.616775286,7.081911338,4.749649442,7.396206342,4.83364347,7.585291729,4.883845481,7.695375724,4.912937805,7.758264055,4.929509724,7.793806126,4.938859619,7.813771668,4.944106733,7.824949094,4.947042628,7.831194717,4.94868261,7.834680884,4.949597851,7.83662563,4.950108366,7.837710141,4.950393045,7.838314819,4.950551765,7.838651929,4.95064025,7.838839857,4.950689578,7.838944618,4.950717075,7.839003016,4.950732404,7.839035569,4.950740948,7.839053716,4.950745711,7.839063831,4.950748366,7.839069469,4.950749846,7.839072613,4.950750671,7.839074365
13.28757947,15.02922843,17.13489481,23.06648007,24.79679928,31.31477553,30.34380959,36.97494237,33.38628672,39.92481639,34.80174846,41.25734703,35.40948509,41.82180175,35.66142588,42.05448137,35.76435444,42.14932345,35.80615481,42.18780437,35.82308929,42.20338829,35.82994319,42.20969463,35.83271607,42.21224584,35.83383772,42.21327779,35.8342914,42.21369519,35.8344749,42.21386401,35.83454912,42.2139323,35.83457913,42.21395992,35.83459128,42.21397109,35.83459619,42.2139756,35.83459817,42.21397743,35.83459898,42.21397817,35.8345993,42.21397847,35.83459943,42.21397859,35.83459949,42.21397864
44.17168734,51.5742854,76.44172659,109.506522,144.7629275,184.2836443,221.0852801,258.7788587,290.7542679,319.6898438,340.0728249,355.8024936,364.408328,371.0494762,373.5546874,376.3549734,376.5924576,378.0681338,377.5584808,378.607852,377.8613993,378.7765672,377.9559599,378.8291769,377.9854345,378.8455685,377.9946169,378.8506742,377.997477,378.8522644,377.9983677,378.8527596,377.9986451,378.8529138,377.9987315,378.8529618,377.9987584,378.8529768,377.9987668,378.8529814,377.9987694,378.8529829,377.9987702,378.8529833,377.9987705,378.8529835,377.9987706,378.8529835,377.9987706,378.8529835
26.48029283,30.08803501,42.90069365,60.92659825,76.52339409,95.79443357,105.4010616,120.2787034,121.0034772,131.8579748,127.2148941,136.1868851,129.3646648,137.6515125,130.0719685,138.1300712,130.3008807,138.2846726,130.3745855,138.3344355,130.3982795,138.3504341,130.4058929,138.3555755,130.4083389,138.3572276,130.4091248,138.3577584,130.4093773,138.3579289,130.4094584,138.3579837,130.4094844,138.3580013,130.4094928,138.358007,130.4094955,138.3580088,130.4094964,138.3580094,130.4094966,138.3580096,130.4094967,138.3580096,130.4094968,138.3580096,130.4094968,138.3580096,130.4094968,138.3580096
15.24923797,17.56185636,21.22853107,27.47066102,32.05473249,38.0345417,40.99972073,45.72848642,46.58683523,50.00924136,49.44528303,52.05143032,50.75223453,52.9545657,51.31855274,53.34047251,51.55823145,53.50291792,51.65866558,53.57086032,51.70057839,53.5991989,51.71804001,53.6110048,51.72530996,53.61592059,51.72833593,53.61796696,51.72959532,53.61881875,51.73011945,53.61917328,51.73033758,53.61932083,51.73042837,53.61938224,51.73046615,53.6194078,51.73048187,53.61941844,51.73048842,53.61942287,51.73049114,53.61942471,51.73049227,53.61942548,51.73049274,53.6194258,51.73049294,53.61942593
23.56700414,28.0745911,35.96781411,48.16389464,59.88932834,73.49600057,84.82496803,96.55188781,104.1689817,112.2929945,115.6112816,120.6698204,121.1650675,124.4588521,123.5650419,126.0398092,124.5466503,126.6772419,124.9391253,126.9307997,125.0946737,127.0311388,125.1561182,127.070768,125.1803606,127.0864081,125.1899214,127.092579,125.1936915,127.0950135,125.1951782,127.095974,125.1957645,127.0963529,125.1959957,127.0965023,125.1960868,127.0965613,125.1961228,127.0965846,125.196137,127.0965938,125.1961426,127.0965974,125.1961448,127.0965988,125.1961457,127.0965994,125.196146,127.0965996
19.31325495,22.29967618,31.86461933,42.31321046,52.00441492,59.79652142,65.34866758,68.97524642,71.20920615,72.53636819,73.30787162,73.75071987,74.00307262,74.14627698,74.22735054,74.27318812,74.2990843,74.31370823,74.32196458,74.32662529,74.32925607,74.33074096,74.33157907,74.3320521,74.33231909,74.33246977,74.33255482,74.33260282,74.33262992,74.33264521,74.33265384,74.33265871,74.33266146,74.33266301,74.33266388,74.33266438,74.33266466,74.33266481,74.3326649,74.33266495,74.33266498,74.332665,74.33266501,74.33266501,74.33266501,74.33266502,74.33266502,74.33266502,74.33266502,74.33266502
9.704060528,11.13504902,11.79721493,14.6963481,15.90448342,17.67341155,18.6626554,19.60151607,20.19059608,20.65118804,20.95318961,21.16993135,21.31437579,21.41424796,21.48119402,21.52674398,21.55733764,21.57801026,21.59190389,21.60126425,21.60755628,21.61178993,21.6146359,21.61654979,21.61783635,21.61870135,21.61928281,21.61967371,21.61993648,21.62011312,21.62023187,21.62031169,21.62036534,21.62040141,21.62042566,21.62044195,21.62045291,21.62046027,21.62046522,21.62046855,21.62047079,21.62047229,21.6204733,21.62047398,21.62047444,21.62047475,21.62047495,21.62047509,21.62047519,21.62047525
45.79354778,53.48396258,81.56391556,118.9087622,160.7690348,205.3395006,247.2412878,284.7850087,315.3782801,338.5130816,354.4349667,364.6185921,370.7371017,374.2792879,376.2769309,377.3904808,378.0054667,378.3443744,378.5304346,378.6326506,378.6886837,378.719444,378.7363026,378.7455564,378.7506287,378.753413,378.7549395,378.7557775,378.756237,378.7564892,378.7566276,378.7567036,378.7567452,378.7567681,378.7567807,378.7567876,378.7567914,378.7567934,378.7567946,378.7567952,378.7567955,378.7567957,378.7567958,378.7567959,378.7567959,378.7567959,378.7567959,378.7567959,378.756796,378.756796
45.5579817,54.48977282,80.12041404,115.3122318,153.8861769,197.939261,241.3603973,283.9623617,320.6521977,350.5815917,372.1757948,386.7982558,395.8807901,401.3433499,404.4978885,406.3053059,407.3247367,407.8994961,408.2218621,408.4026856,408.5040653,408.5608339,408.592691,408.6105175,408.6205328,408.6261351,408.629286,408.6310482,408.6320402,408.6325949,408.6329075,408.6330822,408.6331807,408.6332358,408.6332669,408.6332842,408.633294,408.6332995,408.6333026,408.6333043,408.6333053,408.6333059,408.6333062,408.6333063,408.6333064,408.6333065,408.6333065,408.6333065,408.6333066,408.6333066
43.5963232,51.19622879,75.86074158,108.1351625,143.6884966,182.2723915,220.294432,256.5511767,288.25133,313.9902939,332.8473299,345.5403858,353.4609901,358.1728056,360.887436,362.4234593,363.2843878,363.7637874,364.0302466,364.1779365,364.2598136,364.3051405,364.3302465,364.3441418,364.3518352,364.3560933,364.3584504,364.3597551,364.3604772,364.360877,364.3610982,364.3612206,364.3612884,364.3613259,364.3613467,364.3613582,364.3613645,364.3613681,364.36137,364.3613711,364.3613717,364.361372,364.3613722,364.3613723,364.3613724,364.3613724,364.3613724,364.3613724,364.3613724,364.3613724
5.545177444,5.878681652,4.42757341,6.587763173,4.616775286,7.081911338,4.749649442,7.396206342,4.83364347,7.585291729,4.883845481,7.695375724,4.912937805,7.758264055,4.929509724,7.793806126,4.938859619,7.813771668,4.944106733,7.824949094,4.947042628,7.831194717,4.94868261,7.834680884,4.949597851,7.83662563,4.950108366,7.837710141,4.950393045,7.838314819,4.950551765,7.838651929,4.95064025,7.838839857,4.950689578,7.838944618,4.950717075,7.839003016,4.950732404,7.839035569,4.950740948,7.839053716,4.950745711,7.839063831,4.950748366,7.839069469,4.950749846,7.839072613,4.950750671,7.839074365
8.317766167,8.796340507,8.980314889,10.88913706,11.2526007,12.63750593,12.7987046,13.81171891,13.71706742,14.4951433,14.21828237,14.8615316,14.47869595,15.04961717,14.61041477,15.14407881,14.67611019,15.19100849,14.70864223,15.21420002,14.724694,15.22563092,14.73259995,15.23125794,14.7364904,15.2340262,14.738404,15.23538764,14.73934504,15.23605711,14.73980777,15.23638628,14.74003528,15.23654813,14.74014715,15.23662771,14.74020215,15.23666683,14.74022919,15.23668607,14.74024248,15.23669553,14.74024902,15.23670018,14.74025223,15.23670246,14.74025381,15.23670359,14.74025459,15.23670414
6.931471806,7.049121628,6.489248033,8.273231918,7.447651549,9.23414641,8.117247792,9.872245106,8.543120599,10.25618707,8.794846093,10.47426402,8.936648276,10.59414704,9.014277776,10.65887044,9.056098258,10.69347296,9.07843078,10.71187515,9.090300368,10.72163433,9.096593104,10.72680218,9.099924777,10.7295366,9.101687473,10.73098283,9.102619716,10.73174757,9.103112657,10.7321519,9.103373282,10.73236567,9.10351107,10.73247868,9.103583914,10.73253842,9.103622424,10.73257001,9.103642782,10.73258671,9.103653545,10.73259553,9.103659234,10.7326002,9.103662242,10.73260267,9.103663832,10.73260397
